text,reaction
দেশ থেকে হাজার হাজার কটি টাকা চিনা হেকারদের হাতে চলে গেলো কেউই টের পাইনি আর আঙুলের ছাপ সেটা চলে যাবে বড় চোর ডাকাত খারাপ লোকের হাতে আর আর মার খাবো আমরা কি খারাপ কিছু বলেছি আমি ভাইয়েরা,angry
সেই টিভি আর ঘড়ি পাওয়া গেছে! (ছবি),happy
তোমার পেজে আন লাইক দেব।,angry
আইন বরোলোকের জনন খোলা আকাশের মতো গরিবের জনন মাকরোশার জালের মতো .শবাই জদি আপনার মতো হতো.sir..,happy
"এ দেশে প্রতিবাদ হয়,কিন্তু আর কিছুই হয় না,প্রশাসন তো নিশ্চুপ।",disgust
আগে শুনতাম বিদেশে যেতে গিয়ে কয়েক বার ফ্লাইট ডেট চেইঞ্জ হয়। এখন বুঝতেছি কেন হয়,disgust
"হুম, তাই দেখলাম ৷ আমিও আরেকটা কমান্টস করেছি ভাউ , একটু দেখেন তো ?",happy
আসলে খুবই দুঃখ্যের বিষয়। যে দেশে ৯০% মুসলমান বসবাস করে। সে দেশে একজন মানুষ মুসলমান বলে পরিচয় দিতে ভয় পাচ্ছে । আর অন্য ধর্মের অনুসারীরা যেভাবে এই দেশে চলাপিরা করতেছে তা দেখে আমার মনে হয় না এইটা একটা মুসলমান দেশ। আসলে ইসলাম কোন ( দায়েস) বা জঙ্গি সন্ত্রাস মৌলাবাদিকে সমর্তন করে না । তবে ও কেন সবাই ইসলাম ধর্মকে দোষ দিচ্ছেন। অন্য কারো দোষ দেওয়ার আগে নিজের দোষ গুলো খুঁজে বের করোন। তার পর সব কিছু বুঝতে পারবেন।,sad
সত্যম সিবম সুনদরম,happy
কোথায় স্বাধীনতা ।। প্রতি দিন নারী ধষণ হত্যা গুম খুন অহরহ ঘটে যাচ্ছে । নারী নেত্রীরা মুখে আঙুল দিয়ে বসে আছে ।।,fear
ইমরান সালায় ১ টা বি ধরমি,angry
অাপনারা সব পার‌েন,happy
আমি খোসি হলাম,happy
আমার ভালো লাগা অভিনেত্রীর মধ্যে অন্যতম একজন ছিলেন ...,happy
"অপরাধী যে বয়সের হোক না কেন তার বিচার করা দরকার,,যদি সে আসলেই দুষি হয়,,,সে সাংবাদিক হোক বা রাজাকার হোক না কেন,, তাতে কি,,।[ নেভিল, যুব জোট রংপুর-।।",sad
"হিনদুদের দুনিয়াটাই হলো জাননাত,",fear
যাই হোক আগে আপনার পক্ষেই ছিলাম যেখানে আপনি অপরাধের বিরুদ্ধে কথা বলছেন। কিন্তু সেখানে আজ আপনি সহানুভূতিশীলতা দেখাচ্ছেন। ক্রাশ খাইলাম।,happy
"চোরে চোরে মাসিতো ভাই,তোমরা সবাই এক ইমরান",sad
"শালার পাব‌লিক ব‌লে সরকার না‌কি ভাল মানুষ নয়, বু‌ঝেন না দে‌শের কা‌জে ব্যস্ত ওরা মানু‌ষের কা‌জের সময় কই।।",angry
